,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Cluster
3679,8,34.0,7,96826.96,7933.913333333334,8.0,5.0,7.0,0.0,13.0,19.0,8.76,5.0,2,1290.07,25.98308652727739,314.0,0,0.0,369.7411273250808,2,683.6502060082527,1
3702,7,52.0,11,128279.16,10966.93,2.0,6.0,2.0,0.0,7.0,9.0,10.87,7.0,1,105.26,38.93308309729419,200.0,0,0.0,258.3751392626272,0,1078.317860737373,1
3720,1,38.0,8,83355.33,7208.2775,6.0,4.0,8.0,2.0,12.0,14.0,8.07,2.0,2,677.27,34.61785450984732,355.0,0,75.96957344024112,571.5351445967333,4,353.3230319630256,1
3721,2,38.0,8,83355.33,7208.2775,6.0,4.0,8.0,2.0,11.0,15.0,8.07,2.0,2,677.27,26.60689442899463,359.0,1,75.96957344024112,324.0808814344879,5,610.777295125271,1
3727,8,39.0,8,83355.33,7208.2775,6.0,4.0,8.0,2.0,11.0,15.0,10.07,4.0,2,677.27,26.03671344724589,362.0,1,75.96957344024112,236.9426392136372,2,667.9155373461217,1
3739,4,45.0,14,69577.92,5882.16,5.0,6.0,3.0,3.0,16.0,5.0,4.529999999999999,1.0,1,491.67,28.82249223128425,228.0,0,135.38394696299764,378.00690243340966,3,333.410797846238,1
3740,5,45.0,14,69577.92,5882.16,5.0,6.0,3.0,3.0,18.0,6.0,8.53,1.0,1,491.67,24.56712275536449,229.0,0,135.38394696299764,132.9605209841288,0,559.8715320528736,1
3741,6,45.0,14,69577.92,5882.16,5.0,6.0,3.0,3.0,13.0,7.0,8.53,1.0,1,491.67,29.74648564256748,230.0,0,135.38394696299764,10000.0,3,301.477236339332,1
3816,1,15.0,9,101500.92,8656.41,4.0,6.0,14.0,2.0,32.0,18.0,10.37,5.0,2,835.46,37.18096684116325,187.0,1,141.54570621500434,250.4181584763148,1,723.677135308681,1
3818,3,15.0,9,101500.92,8656.41,4.0,6.0,14.0,2.0,29.0,18.0,10.37,5.0,2,835.46,32.78108793652652,184.0,1,141.54570621500434,286.7476811847265,1,687.3476126002694,1
3819,4,15.0,9,101500.92,8656.41,4.0,6.0,14.0,2.0,29.0,132.0,3.3699999999999988,5.0,2,835.46,30.066445005957608,185.0,1,141.54570621500434,542.9864001848175,4,461.1088936001783,1
3851,4,38.0,3,108161.7,9151.475,5.0,6.0,1.0,2.0,24.0,13.0,6.16,4.0,1,633.47,26.490416951949967,299.0,0,169.67426776243946,246.12289932661,4,779.3503329109507,1
3852,5,38.0,3,108161.7,9151.475,5.0,6.0,1.0,2.0,27.0,11.0,6.16,4.0,1,633.47,25.84838677885736,300.0,0,169.67426776243946,146.13928301096152,0,839.333949226599,1
3853,6,38.0,3,108161.7,9151.475,5.0,6.0,1.0,2.0,27.0,12.0,6.16,4.0,1,633.47,25.596571078894787,301.0,0,169.67426776243946,687.322951974487,4,338.1502802630736,1
3881,2,37.0,11,88406.34,7113.195,2.0,7.0,12.0,4.0,15.0,0.0,9.06,2.0,1,1273.15,22.130103468494774,377.5,0,242.2368498447588,429.08047631387313,3,310.0021738413682,1
3884,5,37.0,11,88406.34,7113.195,2.0,7.0,12.0,4.0,15.0,0.0,9.06,2.0,1,1273.15,33.243105790336145,377.0,0,242.2368498447588,152.35824466098782,1,566.7244054942535,1
3885,6,37.0,11,88406.34,7113.195,2.0,7.0,12.0,4.0,10.0,3.0,9.06,3.0,1,1273.15,25.823063995461613,378.0,0,242.2368498447588,203.6568655880957,1,515.4257845671455,1
3930,3,45.0,14,120260.2,9904.683333333332,4.0,5.0,14.0,1.0,14.0,14.0,15.5,2.0,2,1436.96,37.54348773797146,247.0,1,53.155122715076,519.3224406693247,1,677.9907699489328,1
3933,6,45.0,14,120260.2,9904.683333333332,4.0,5.0,14.0,1.0,14.0,16.0,18.5,2.0,2,1436.96,29.31058202668092,250.0,1,53.155122715076,913.4685491708212,1,303.844661447436,1
3973,6,16.0,10,68332.08,5618.34,6.0,5.0,34.0,7.0,29.0,8.0,19.29,9.0,2,1462.7,37.95649801805129,198.0,1,206.44457699588344,103.5929794773195,1,501.7964435267971,1
4088,1,15.0,5,61654.84,5175.903333333333,5.0,7.0,9.0,4.0,29.0,12.0,13.87,4.0,2,741.7,29.22648336648939,152.0,1,192.6269519380112,214.29183567411576,1,360.6715457212064,1
4089,2,15.0,5,61654.84,5175.903333333333,5.0,7.0,9.0,4.0,30.0,14.0,13.87,4.0,2,741.7,28.286254789230924,153.0,1,192.6269519380112,46.09863103560679,0,518.8647503597153,1
4090,3,15.0,5,61654.84,5175.903333333333,5.0,7.0,9.0,4.0,25.0,12.0,13.87,4.0,2,741.7,34.46654702699844,154.0,1,192.6269519380112,112.58086342759272,0,452.3825179677293,1
4091,4,15.0,5,61654.84,5175.903333333333,5.0,7.0,9.0,4.0,30.0,12.0,9.87,4.0,2,741.7,32.12432760701602,155.0,1,192.6269519380112,234.88674105643463,0,380.0766403388874,1
4093,6,16.0,5,61654.84,5175.903333333333,5.0,7.0,9.0,4.0,30.0,12.0,13.87,4.0,2,741.7,33.809306117710165,155.0,1,192.6269519380112,118.49825739717112,1,456.465123998151,1
4094,7,16.0,5,61654.84,5175.903333333333,5.0,7.0,9.0,4.0,30.0,12.0,20.87,5.0,2,741.7,37.03711105833753,158.0,1,192.6269519380112,106.8283877586944,0,458.1349936366277,1
4095,8,16.0,5,61654.84,5175.903333333333,5.0,7.0,9.0,4.0,30.0,12.0,13.87,5.0,2,741.7,25.05330445180164,159.0,1,192.6269519380112,196.96727247007328,1,377.9961089252489,1
4144,1,22.0,14,134150.0,10886.166666666666,4.0,3.0,10.0,2.0,15.0,1.0,1.51,0.0,1,1295.2,37.81953848454098,188.0,0,201.7341927507147,915.6381596339996,4,251.2443142819524,1
4149,6,22.0,14,134150.0,10886.166666666666,4.0,3.0,10.0,2.0,13.0,3.0,1.51,5.0,1,1295.2,29.03806294627738,193.0,0,201.7341927507147,278.6407941520904,0,848.2416797638617,1
4150,7,22.0,14,134150.0,10886.166666666666,4.0,3.0,10.0,2.0,13.0,1.0,1.51,5.0,1,1295.2,33.79251420934288,193.0,0,201.7341927507147,641.4014739459411,2,505.4809999700108,1
4151,8,22.0,14,134150.0,10886.166666666666,4.0,3.0,10.0,2.0,13.0,1.0,1.51,5.0,1,1295.2,31.66734349172133,195.0,0,201.7341927507147,287.4382703275609,2,859.4442035883909,1
4192,1,15.0,14,70286.6,5718.216666666667,7.0,10.0,25.0,6.0,18.0,19.0,8.72,7.0,0,1553.07,38.32552415803446,112.0,1,205.3424352539566,581.0715283088698,5,75.40770310384039,1
4196,5,15.0,14,70286.6,5718.216666666667,7.0,10.0,25.0,6.0,20.0,19.0,2.7200000000000006,7.0,0,1553.07,32.16732176225101,116.0,1,205.3424352539566,223.43326662845828,1,393.0459647842518,1
4209,2,30.0,9,72116.25,5886.6875,4.0,7.0,9.0,2.0,22.0,13.0,5.06,3.0,2,243.75,31.467359255856728,220.0,0,76.87560725652268,88.2748263858725,0,663.5183163576047,1
4211,4,30.0,9,72116.25,5886.6875,4.0,7.0,9.0,2.0,22.0,13.0,11.06,8.0,2,243.75,28.081476486760888,222.0,0,76.87560725652268,705.2655762215518,5,96.52756652192556,1
4212,5,30.0,9,72116.25,5886.6875,4.0,7.0,9.0,2.0,22.0,13.0,5.06,8.0,2,243.75,38.992681551257775,223.0,0,76.87560725652268,214.74367486637948,1,547.0494678770979,1
4213,6,30.0,9,72116.25,5886.6875,4.0,7.0,9.0,2.0,22.0,12.0,5.06,8.0,2,243.75,28.65705043444673,224.0,0,76.87560725652268,181.02866926601112,1,580.7644734774663,1
4214,7,30.0,9,72116.25,5886.6875,4.0,7.0,9.0,2.0,22.0,13.0,10.06,8.0,2,243.75,35.281287022787204,225.0,0,76.87560725652268,364.8594536590927,3,416.93368908438464,1
4215,8,31.0,9,72116.25,5886.6875,4.0,7.0,9.0,2.0,22.0,13.0,5.06,8.0,2,243.75,36.90266608964489,226.0,0,76.87560725652268,622.3813574786964,5,179.41178526478097,1
4228,5,50.0,6,140390.32,11888.193333333336,5.0,2.0,4.0,3.0,3.0,0.0,4.67,6.0,1,1423.23,34.11612155842286,372.0,0,182.16042377680043,200.26469471290383,0,1046.3942148436297,1
4259,4,18.0,5,81935.42,6867.951666666668,5.0,4.0,9.0,1.0,3.0,12.0,10.36,2.0,1,625.32,33.473183725629696,257.0,0,66.45771044835497,381.8021332127073,5,528.5353230056045,1
4262,7,18.0,5,81935.42,6867.951666666668,5.0,4.0,9.0,1.0,5.0,12.0,10.36,2.0,1,625.32,39.12562693930818,260.0,0,66.45771044835497,622.2955810039748,4,278.04187521433687,1
4263,8,18.0,5,81935.42,6867.951666666668,5.0,4.0,9.0,1.0,5.0,12.0,5.359999999999999,7.0,1,625.32,37.9763233063718,261.0,0,66.45771044835497,136.44358398188342,0,723.8938722364284,1
4297,2,33.0,11,81411.2,6537.266666666666,5.0,5.0,6.0,1.0,13.0,5.0,5.48,5.0,1,467.99,35.85439778633811,341.0,0,42.52959454079117,485.26555426192994,1,415.9315178639456,1
4313,2,42.0,3,105521.58,8595.465,4.0,6.0,5.0,4.0,7.0,18.0,7.07,3.0,2,462.11,35.295488164672065,268.0,1,224.5107862948008,890.4221607283597,4,24.613552976839514,1
4314,3,42.0,3,105521.58,8595.465,4.0,6.0,5.0,4.0,9.0,16.0,7.07,3.0,2,462.11,41.84750001741436,269.0,1,224.5107862948008,360.1826996713981,1,524.8530140338012,1
4317,6,42.0,3,105521.58,8595.465,4.0,6.0,5.0,4.0,12.0,18.0,7.07,3.0,2,462.11,29.37514571265492,272.0,1,224.5107862948008,340.9522734473747,1,544.0834402578246,1
4329,2,39.0,8,78477.18000000001,6412.765,4.0,5.0,16.0,2.0,6.0,20.0,7.35,1.0,2,1197.91,38.77385609485041,291.0,1,123.31758684019528,415.6820687733283,4,382.2768443864765,1
4330,3,39.0,8,78477.18000000001,6412.765,4.0,5.0,16.0,2.0,6.0,18.0,4.35,1.0,2,1197.91,40.75923953192349,293.5,1,123.31758684019528,257.559489862946,2,520.3994232968587,1
4331,4,40.0,8,78477.18000000001,6412.765,4.0,5.0,16.0,2.0,3.0,18.0,1.3499999999999996,1.0,2,1197.91,35.95109957557796,293.0,1,123.31758684019528,98.7804359794676,0,659.1784771803373,1
4332,5,40.0,8,78477.18000000001,6412.765,4.0,5.0,16.0,2.0,6.0,19.0,7.35,1.0,2,1197.91,33.257484704581444,294.0,1,123.31758684019528,535.9615148534156,4,261.9973983063893,1
4334,7,40.0,8,78477.18000000001,6412.765,4.0,5.0,16.0,2.0,2.0,17.0,7.35,1.0,2,1197.91,38.10511464202858,296.0,1,123.31758684019528,233.0177408796275,1,534.9411722801773,1
4344,1,47.0,4,73031.58,5912.965,7.0,4.0,6.0,2.0,10.0,14.0,3.83,2.0,2,997.98,34.80176262800002,260.0,0,63.30446282230596,310.3183320582886,0,673.2932697682513,1
4346,3,47.0,4,73031.58,5912.965,7.0,4.0,6.0,2.0,12.0,18.0,2.83,2.0,2,997.98,29.055586830984765,263.0,0,63.30446282230596,210.5456913289462,2,577.4463458487479,1
4347,4,48.0,4,73031.58,5912.965,7.0,4.0,6.0,2.0,10.0,15.0,3.83,2.0,2,997.98,24.67541901309428,263.0,0,63.30446282230596,484.93075793466073,4,323.06127924303337,1
4350,7,48.0,4,73031.58,5912.965,7.0,4.0,6.0,2.0,9.0,12.0,3.83,2.0,2,997.98,29.05259742047488,266.0,0,63.30446282230596,310.3183320582886,2,477.6737051194055,1
4361,2,45.0,10,66881.2,5873.4333333333325,3.0,5.0,17.0,2.0,22.0,20.0,11.85,4.0,2,240.6,27.73587388436495,162.0,1,56.79396009745903,510.8145839105805,5,309.7347893252939,1
4362,3,45.0,10,66881.2,5873.4333333333325,3.0,5.0,17.0,2.0,17.0,20.0,11.85,4.0,2,240.6,36.73434666325743,163.0,1,56.79396009745903,116.66657992593444,1,663.8827933099399,1
4412,5,19.0,12,77854.26,6411.855,3.0,4.0,11.0,2.0,5.0,13.0,1.3,0.0,1,1220.31,29.923677816090613,267.0,0,92.7077226874598,252.83974430444667,1,545.6380330080938,1
4413,6,19.0,12,77854.26,6411.855,3.0,4.0,11.0,2.0,9.0,11.0,-0.7,0.0,1,1220.31,28.868795187227573,268.0,0,92.7077226874598,183.4012266849708,0,645.0765506275695,1
4416,1,39.0,10,99802.48,8244.873333333333,4.0,3.0,17.0,4.0,14.0,15.0,5.27,0.0,2,248.48,41.65059927030021,304.0,0,210.4580591438012,197.5834669332133,0,656.4458072563189,1
4417,2,39.0,10,99802.48,8244.873333333333,4.0,3.0,17.0,4.0,17.0,12.0,5.27,0.0,2,248.48,34.886821175352715,307.0,0,210.4580591438012,852.2369636635657,5,51.79231052596651,1
4425,2,55.0,4,108491.28,9272.94,4.0,5.0,6.0,3.0,28.0,17.0,7.94,2.0,2,973.25,26.7056968251475,232.0,0,238.47369784856943,354.97993619728663,1,583.8403659541441,1
4426,3,55.0,4,108491.28,9272.94,4.0,5.0,6.0,3.0,28.0,17.0,5.94,2.0,2,973.25,27.282136271811662,233.0,0,238.47369784856943,751.3098424392706,5,227.5104597121601,1
4428,5,55.0,4,108491.28,9272.94,4.0,5.0,6.0,3.0,28.0,18.0,5.94,2.0,2,973.25,25.24838017609213,235.0,0,238.47369784856943,224.2602444595363,0,704.5600576918945,1
4442,3,44.0,11,76391.48,6596.956666666666,1.0,4.0,10.0,2.0,27.0,5.0,1.77,4.0,1,614.83,36.19774492366724,292.0,0,75.81024103544209,151.70773788950189,0,672.1776877417226,1
4447,8,45.0,11,76391.48,6596.956666666666,1.0,4.0,10.0,2.0,27.0,5.0,1.77,4.0,1,614.83,24.81403246426904,297.0,0,75.81024103544209,797.3881280039592,5,76.49729762726531,1
4496,1,45.0,7,60572.7,4844.725,3.0,3.0,20.0,2.0,29.0,20.0,19.47,8.0,2,1582.55,27.779191117811667,121.0,1,88.71604214406159,10000.0,1,476.76096126826735,1
4497,2,45.0,7,60572.7,4844.725,3.0,3.0,20.0,2.0,29.0,17.0,16.47,13.0,2,1582.55,33.124537662999074,122.0,1,88.71604214406159,322.2244945937063,0,596.1452008468464,1
4498,3,45.0,7,60572.7,4844.725,3.0,3.0,20.0,2.0,29.0,17.0,16.47,13.0,2,1582.55,29.10547313629032,123.0,1,88.71604214406159,322.2244945937063,2,511.5292884373633,1
4499,4,45.0,7,60572.7,4844.725,3.0,3.0,20.0,2.0,29.0,17.0,19.47,13.0,2,1582.55,25.04360721327482,124.0,1,88.71604214406159,221.35200779500656,2,434.4044500609319,1
4502,7,45.0,7,60572.7,4844.725,3.0,3.0,20.0,2.0,34.0,17.0,16.47,13.0,2,1582.55,28.161828720218207,127.0,1,88.71604214406159,423.09698139240606,5,262.6594764635324,1
4503,8,45.0,7,60572.7,4844.725,3.0,3.0,20.0,2.0,29.0,16.0,9.47,13.0,2,1582.55,28.99048977050949,128.0,1,88.71604214406159,191.0682271816501,1,454.6882306742884,1
4584,1,33.0,2,120955.92,10021.66,2.0,7.0,4.0,1.0,28.0,5.0,7.96,3.0,1,369.36,34.056013083042735,251.0,0,57.50516924840772,1244.2970991324974,5,943.9606769285951,1
4585,2,34.0,2,120955.92,10021.66,2.0,7.0,4.0,1.0,28.0,7.0,5.96,3.0,1,369.36,31.54219062651834,252.0,0,57.50516924840772,259.4259069449504,2,945.234923806642,1
4586,3,34.0,2,120955.92,10021.66,2.0,7.0,4.0,1.0,28.0,8.0,5.96,3.0,1,369.36,38.91816602539196,253.0,0,57.50516924840772,462.9829223551858,2,741.6779083964066,1
4590,7,34.0,2,120955.92,10021.66,2.0,7.0,4.0,1.0,28.0,7.0,5.96,8.0,1,369.36,34.372347766447874,252.5,0,57.50516924840772,277.42595726841614,4,947.2348734831762,1
4624,1,14.0,9,90592.02,7433.335,4.0,7.0,18.0,4.0,23.0,20.0,15.11,8.0,2,831.18,41.14862220170778,200.0,1,154.43297303423154,72.10594793788651,0,756.7945790278819,1
4625,2,14.0,9,90592.02,7433.335,4.0,7.0,18.0,4.0,27.0,19.0,15.11,8.0,2,831.18,38.36456145771759,204.0,0,154.43297303423154,264.1699185265458,5,614.7306084392227,1
4626,3,14.0,9,90592.02,7433.335,4.0,7.0,18.0,4.0,27.0,20.0,15.11,8.0,2,831.18,34.80122147145411,202.0,1,154.43297303423154,384.1249508138824,1,494.7755761518861,1
4696,1,23.0,10,65187.34,5161.278333333333,6.0,6.0,8.0,3.0,23.0,9.0,5.38,1.0,2,441.86,27.570724280976115,239.0,0,99.98202004847784,318.133530274162,5,388.0122830106935,1
4697,2,23.0,10,65187.34,5161.278333333333,6.0,6.0,8.0,3.0,23.0,9.0,5.38,1.0,2,441.86,33.707930354716105,240.0,0,99.98202004847784,10000.0,2,403.49441295690826,1
4698,3,23.0,10,65187.34,5161.278333333333,6.0,6.0,8.0,3.0,23.0,8.0,5.38,1.0,2,441.86,33.76688435709817,241.0,0,99.98202004847784,348.5450719677671,5,357.6007413170884,1
4700,5,23.0,10,65187.34,5161.278333333333,6.0,6.0,8.0,3.0,22.0,9.0,5.38,1.0,2,441.86,38.87569035866929,243.0,0,99.98202004847784,504.5375275812063,5,201.6082857036492,1
4703,8,23.0,10,65187.34,5161.278333333333,6.0,6.0,8.0,3.0,23.0,9.0,5.38,1.0,2,441.86,38.09470620811253,246.0,0,99.98202004847784,143.98471607572174,1,522.1610972091337,1
4717,6,24.0,14,101912.13,8503.6775,4.0,0.0,4.0,0.0,5.0,6.0,4.83,2.0,1,152.6,36.92831603187679,244.0,0,0.0,66.23205272972119,0,1024.1356972702788,1
4721,2,40.0,1,65454.42,5205.535,4.0,4.0,17.0,1.0,23.0,12.0,11.82,0.0,2,768.36,40.075062604346925,347.0,0,28.010449461130207,104.67669812976293,0,627.8663524091069,1
4722,3,40.0,1,65454.42,5205.535,4.0,4.0,17.0,1.0,26.0,1946.0,11.82,0.0,2,768.36,36.85371872079315,348.0,1,28.010449461130207,169.0320109898056,1,573.5110395490642,1
4723,4,40.0,1,65454.42,5205.535,4.0,4.0,17.0,1.0,26.0,12.0,11.82,0.0,2,768.36,38.32577830260141,349.0,1,28.010449461130207,560.9560121173984,5,221.5870384214714,1
4725,6,40.0,1,65454.42,5205.535,4.0,4.0,17.0,1.0,26.0,12.0,11.82,0.0,2,768.36,39.59726122027618,351.0,1,28.010449461130207,77.26165277323076,0,655.281397765639,1
4754,3,23.0,8,140254.28,11655.856666666668,5.0,5.0,7.0,3.0,9.0,15.0,6.7,4.0,1,84.81,31.839125952003823,270.0,0,210.82437934383216,135.72092408309572,1,1069.0403632397388,1
4784,1,20.0,13,125491.64,10517.636666666667,1.0,3.0,5.0,3.0,5.0,7.0,-1.13,4.0,1,587.63,40.13913555320097,215.0,0,271.73668118956255,423.5377062991935,1,606.4892791779108,1
4840,1,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,14.51,4.0,2,429.12,34.7271399249438,62.0,1,167.08147147226308,570.2131784704585,3,255.8663500572785,1
4841,2,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,8.0,19.0,14.51,4.0,2,429.12,26.45931004374943,63.0,1,167.08147147226308,680.6881585934175,0,155.39136993431953,1
4842,3,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,7.51,6.0,2,429.12,31.16631334712796,64.0,1,167.08147147226308,130.50679649104643,0,665.5727320366906,1
4843,4,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,14.51,6.0,2,429.12,27.20879341037994,65.0,1,167.08147147226308,750.4168123981743,5,95.66271612956268,1
4845,6,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,9.0,20.0,14.51,6.0,2,429.12,39.9480585663858,67.0,1,167.08147147226308,250.2366733758443,1,555.8428551518928,1
4846,7,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,14.51,6.0,2,429.12,37.838926468462034,68.0,1,167.08147147226308,461.9780477776968,3,364.10148075004014,1
4847,8,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,15.51,6.0,2,429.12,26.928830438896853,69.0,1,167.08147147226308,271.11172435087866,1,534.9678041768584,1
4853,6,28.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,18.0,7.0,2.41,2.0,1,483.13,42.22677128870991,210.0,0,322.87607996147136,228.99005158182925,1,892.8492017900328,1
4854,7,28.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,14.0,6.0,2.41,2.0,1,483.13,35.593803891181935,211.0,0,322.87607996147136,465.6154685544768,2,666.2237848173853,1
4855,8,29.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,19.0,7.0,2.41,2.0,1,483.13,27.677208979315576,207.0,0,322.87607996147136,467.6140828227542,1,654.2251705491077,1
4886,7,55.0,3,130688.56,11134.713333333331,0.0,2.0,2.0,0.0,16.0,6.0,4.31,5.0,1,466.13,31.57375065983712,194.0,0,0.0,448.4790995905014,3,934.992233742832,1
4936,1,43.0,2,99565.36,8377.113333333333,8.0,5.0,20.0,0.0,22.0,8.0,19.45,5.0,2,551.66,34.07225393346394,277.0,1,0.0,138.47972906770434,0,939.2316042656288,1
4937,2,43.0,2,99565.36,8377.113333333333,8.0,5.0,20.0,0.0,22.0,8.0,18.45,6.0,2,551.66,33.506736843767165,278.0,1,0.0,134.38321400320103,1,953.3281193301324,1
4938,3,43.0,2,99565.36,8377.113333333333,8.0,5.0,20.0,0.0,24.0,5.0,19.45,6.0,2,551.66,34.46269044533363,279.0,1,0.0,99.3376141027334,0,978.3737192306,1
4939,4,43.0,2,99565.36,8377.113333333333,8.0,5.0,20.0,0.0,22.0,8.0,19.45,6.0,2,551.66,39.2438691402104,280.0,1,0.0,138.47972906770434,1,773.0888307900096,1
4941,6,43.0,2,99565.36,8377.113333333333,8.0,5.0,20.0,0.0,23.0,8.0,19.45,6.0,2,551.66,39.23917442584745,282.0,1,0.0,102.56524967955984,0,985.1460836537732,1
4943,8,43.0,2,99565.36,8377.113333333333,8.0,5.0,20.0,0.0,22.0,7.0,24.45,6.0,2,551.66,30.79470062108893,284.0,1,0.0,144.34325279723714,0,933.3680805360962,1
4969,2,29.0,8,71677.59,5889.1325,5.0,6.0,16.0,0.0,6.0,11.0,11.9,0.0,2,130.54,39.286657520192655,207.0,0,0.0,237.10648273303,1,601.8067672669699,1
4971,4,29.0,8,71677.59,5889.1325,5.0,6.0,16.0,0.0,1.0,11.0,14.9,0.0,2,130.54,38.72265974342292,209.0,0,0.0,237.11878256939545,1,601.7944674306045,1
4975,8,30.0,8,71677.59,5889.1325,5.0,6.0,16.0,0.0,6.0,11.0,11.9,0.0,2,130.54,32.130541280225806,213.0,0,0.0,263.7896886705196,5,615.1235613294804,1
5042,3,20.0,14,61887.2,5000.266666666666,7.0,4.0,13.0,4.0,12.0,17.0,0.89,3.0,2,1370.48,38.23780806066007,384.5,1,160.19197398482115,141.5842383396872,1,455.7908284908149,1
5043,4,20.0,14,61887.2,5000.266666666666,7.0,4.0,13.0,4.0,14.0,17.0,0.89,3.0,2,1370.48,31.60500649345796,382.0,1,160.19197398482115,191.24494958616032,1,398.5897430956852,1
5045,6,20.0,14,61887.2,5000.266666666666,7.0,4.0,13.0,4.0,14.0,19.0,0.89,3.0,2,1370.48,32.01109314861924,384.0,0,160.19197398482115,141.5842383396872,1,527.846938905562,1
5046,7,20.0,14,61887.2,5000.266666666666,7.0,4.0,13.0,4.0,9.0,14.0,0.89,3.0,2,1370.48,34.77910369892884,385.0,1,160.19197398482115,55.306167709889486,0,524.5285249719559,1
5047,8,20.0,14,61887.2,5000.266666666666,7.0,4.0,13.0,4.0,14.0,17.0,0.89,3.0,2,1370.48,33.53397449921363,386.0,1,160.19197398482115,141.5842383396872,1,448.2504543421583,1
5064,1,54.0,14,61669.47,5190.1225,3.0,6.0,13.0,0.0,23.0,18.0,6.94,3.0,2,1083.29,34.468116602148704,386.0,0,0.0,257.34541831801295,2,521.6668316819871,1
5065,2,54.0,14,61669.47,5190.1225,3.0,6.0,13.0,0.0,21.0,18.0,6.94,3.0,2,1083.29,41.486303326109365,387.0,0,0.0,198.0181638320985,5,610.9940861679015,1
5066,3,54.0,14,61669.47,5190.1225,3.0,6.0,13.0,0.0,23.0,21.0,6.94,3.0,2,1083.29,38.85342171238913,390.0,0,0.0,190.24944826922447,5,588.7628017307758,1
5068,5,54.0,14,61669.47,5190.1225,3.0,6.0,13.0,0.0,23.0,20.0,6.94,3.0,2,1083.29,38.44111741027453,390.0,0,0.0,265.35007598706903,5,543.662174012931,1
5069,6,54.0,14,61669.47,5190.1225,3.0,6.0,13.0,0.0,23.0,18.0,6.94,6.0,2,1083.29,27.826225385413352,391.0,0,0.0,105.11126924890915,5,663.900980751091,1
5071,8,54.0,14,61669.47,5190.1225,3.0,6.0,13.0,0.0,23.0,18.0,6.94,6.0,2,1083.29,24.899821243756584,393.0,0,0.0,374.6276528389904,4,424.38459716100976,1
5080,1,28.0,12,85589.68,6841.473333333332,8.0,4.0,8.0,4.0,30.0,7.0,4.29,4.0,2,428.42,34.198649287470424,298.0,1,217.50139877176224,174.86170681560318,3,561.7842277459679,1
5105,2,40.0,0,111896.16,9571.68,8.0,7.0,17.0,0.0,26.0,14.0,9.79,5.0,2,978.3,39.99368770777907,218.0,1,0.0,10000.0,1,910.4821780090184,1
5106,3,40.0,0,111896.16,9571.68,8.0,7.0,17.0,0.0,26.0,13.0,5.789999999999999,10.0,2,978.3,24.51846232429121,219.0,1,0.0,495.6918615593835,2,721.4761384406166,1
5107,4,40.0,0,111896.16,9571.68,8.0,7.0,17.0,0.0,26.0,2566.0,9.79,10.0,2,978.3,25.245572559280543,220.0,1,0.0,787.2216998229172,3,439.9463001770828,1
5108,5,40.0,0,111896.16,9571.68,8.0,7.0,17.0,0.0,26.0,13.0,9.79,10.0,2,978.3,35.01852763965324,221.0,1,0.0,97.64947362327128,0,1099.518526376729,1
5109,6,40.0,0,111896.16,9571.68,8.0,7.0,17.0,0.0,22.0,15.0,6.789999999999999,10.0,2,978.3,40.50139915816671,222.0,1,0.0,243.0813282230724,2,974.0866717769276,1
5110,7,41.0,0,111896.16,9571.68,8.0,7.0,17.0,0.0,26.0,13.0,9.79,10.0,2,978.3,40.75626559474069,223.0,1,0.0,279.1697617809129,2,927.9982382190872,1
5121,2,35.0,5,72588.99,6242.0825,7.0,4.0,19.0,2.0,24.0,8.0,11.87,2.0,2,1031.21,25.333547132331272,260.0,0,72.92831137276113,270.73278050611515,4,560.5471581211239,1
5122,3,35.0,5,72588.99,6242.0825,7.0,4.0,19.0,2.0,22.0,11.0,11.87,2.0,2,1031.21,31.609250409632487,261.0,0,72.92831137276113,64.99897591962734,0,726.2809627076117,1
5127,8,35.0,5,72588.99,6242.0825,7.0,4.0,19.0,2.0,22.0,8.0,11.87,6.0,2,1031.21,28.29143985334247,266.0,0,72.92831137276113,449.7351514228545,3,371.5447872043844,1
5234,3,55.0,3,71424.56999999999,5743.0475,4.0,6.0,1.0,4.0,14.0,18.0,10.35,2.0,1,484.43,28.898036581204533,203.0,0,230.45578409109245,189.959317162954,2,413.8896487459536,1
