,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Cluster
32145,2,29.0,11,28481.67,2441.4725,0.0,3.0,9.0,2.0,9.0,1.0,7.45,3.0,1,104.85,24.559375833515148,368.0,0,46.99155012123087,235.8491234352585,4,241.3065764435105,0
32146,3,29.0,11,28481.67,2441.4725,0.0,3.0,9.0,2.0,9.0,1.0,14.45,3.0,1,104.85,26.95455508280933,369.0,0,46.99155012123087,244.535817847532,5,242.6198820312371,0
32147,4,29.0,11,28481.67,2441.4725,0.0,3.0,9.0,2.0,11.0,1.0,7.45,3.0,1,104.85,34.770920760819976,370.0,0,46.99155012123087,34.61668405845756,0,402.53901582031153,0
32152,1,53.0,2,25609.04,2233.0866666666666,6.0,7.0,6.0,4.0,5.0,16.0,19.55,2.0,2,1121.06,38.94715737643523,217.0,1,74.36016970618577,72.51464681389037,1,326.4338501465905,0
32154,3,53.0,2,25609.04,2233.0866666666666,6.0,7.0,6.0,4.0,5.0,16.0,19.55,2.0,2,1121.06,38.25159953325358,219.0,1,74.36016970618577,221.733031337632,2,217.21546562284888,0
32156,5,53.0,2,25609.04,2233.0866666666666,6.0,7.0,6.0,4.0,5.0,16.0,19.55,2.0,2,1121.06,36.52280047662778,221.0,1,74.36016970618577,209.65560228183097,4,219.29289467865,0
32159,8,54.0,2,25609.04,2233.0866666666666,6.0,7.0,6.0,4.0,4.0,16.0,19.55,2.0,2,1121.06,31.17662154944716,224.0,1,74.36016970618577,63.5377806188294,2,345.41071634165155,0
32160,1,23.0,0,23363.33,2018.944166666667,5.0,3.0,19.0,2.0,5.0,12.0,8.38,2.0,2,1105.47,40.35753629127001,387.0,0,38.08515391379478,57.430199713955176,1,356.3790630389168,0
32161,2,23.0,0,23363.33,2018.944166666667,5.0,3.0,19.0,2.0,7.0,13.0,8.38,2.0,2,1105.47,38.136527685506685,388.0,0,38.08515391379478,65.09579532861217,3,368.7134674242597,0
32162,3,23.0,0,23363.33,2018.944166666667,5.0,3.0,19.0,2.0,6.0,14.0,8.38,2.0,2,1105.47,23.46415554704784,389.0,0,38.08515391379478,49.34330792358528,0,354.46595482928666,0
32166,7,24.0,0,23363.33,2018.944166666667,5.0,3.0,19.0,2.0,5.0,14.0,8.38,2.0,2,1105.47,29.216755813084426,393.0,0,38.08515391379478,101.03671998871668,2,322.7725427641552,0
32167,8,24.0,0,23363.33,2018.944166666667,5.0,3.0,19.0,2.0,5.0,11.0,8.38,2.0,2,1105.47,23.58802262371969,394.0,0,38.08515391379478,81.67850197028237,2,342.1307607825896,0
32177,2,36.0,10,10086.965,711.5804166666667,6.0,6.0,27.0,3.0,11.0,20.0,16.23,5.0,2,1689.61,32.7218313163238,93.0,1,18.990222859460424,37.60858585704548,4,294.55923295016083,0
32179,4,37.0,10,10086.965,711.5804166666667,6.0,6.0,27.0,3.0,7.0,20.0,9.23,5.0,2,1689.61,36.27384508554531,95.0,0,18.990222859460424,89.12120752645365,5,253.0466112807526,0
32183,8,37.0,10,10086.965,711.5804166666667,6.0,6.0,27.0,3.0,11.0,20.0,12.23,5.0,2,1689.61,38.98461712021464,99.0,0,18.990222859460424,27.95551671711625,3,294.21230209009,0
32200,1,21.0,10,45953.94,3887.495,3.0,7.0,14.0,3.0,17.0,18.0,7.64,3.0,2,1237.97,31.43764713532521,213.0,0,92.41505377920296,222.5531192658292,2,333.781326954968,0
32201,2,21.0,10,45953.94,3887.495,3.0,7.0,14.0,3.0,17.0,17.0,7.64,3.0,2,1237.97,25.291912342664872,214.0,0,92.41505377920296,423.31367819415567,5,163.0207680266414,0
32202,3,21.0,10,45953.94,3887.495,3.0,7.0,14.0,3.0,17.0,17.0,7.64,3.0,2,1237.97,38.9125666098406,215.0,0,92.41505377920296,237.746643970292,2,318.5878022505052,0
32203,4,21.0,10,45953.94,3887.495,3.0,7.0,14.0,3.0,17.0,17.0,7.64,3.0,2,1237.97,39.99331440912325,215.0,0,92.41505377920296,121.9043846155214,1,424.4300616052756,0
32206,7,21.0,10,45953.94,3887.495,3.0,7.0,14.0,3.0,17.0,20.0,7.64,8.0,2,1237.97,30.143372597645783,219.0,0,92.41505377920296,58.63372683476946,1,487.7007193860277,0
32207,8,21.0,10,45953.94,3887.495,3.0,7.0,14.0,3.0,17.0,15.0,7.64,8.0,2,1237.97,38.674013497594565,220.0,0,92.41505377920296,58.73229486881918,0,477.602151351978,0
32224,1,45.0,3,9697.29,861.1075000000002,4.0,3.0,9.0,4.0,9.0,13.0,12.95,8.0,2,530.96,38.00594854955469,101.5,1,28.77453606166113,31.247172329340486,2,286.0890416089984,0
32225,2,45.0,3,9697.29,861.1075000000002,4.0,3.0,9.0,4.0,9.0,15.0,12.95,8.0,2,530.96,32.057435135011346,98.0,1,28.77453606166113,32.47350553386291,2,284.862708404476,0
32226,3,45.0,3,9697.29,861.1075000000002,4.0,3.0,9.0,4.0,9.0,13.0,5.949999999999998,8.0,2,530.96,28.42379123204115,99.0,1,28.77453606166113,14.616968155217538,1,292.7192457831213,0
32228,5,45.0,3,9697.29,861.1075000000002,4.0,3.0,9.0,4.0,9.0,13.0,12.95,9.0,2,530.96,30.453018282372643,101.0,1,28.77453606166113,63.548405760410674,4,273.78780817792824,0
32229,6,45.0,3,9697.29,861.1075000000002,4.0,3.0,9.0,4.0,6.0,10.0,12.95,9.0,2,530.96,39.72561164518595,102.0,1,28.77453606166113,36.869434440643886,4,300.46677949769503,0
32232,1,32.0,12,23808.75,1993.0625,8.0,7.0,8.0,0.0,26.0,15.0,18.79,1.0,2,7.87,23.516608475789905,299.0,1,0.0,116.54217152700048,2,342.7640784729996,0
32233,2,32.0,12,23808.75,1993.0625,8.0,7.0,8.0,0.0,26.0,12.0,19.79,1.0,2,7.87,25.160780149208826,300.0,1,0.0,166.6551977878303,3,302.6510522121697,0
32234,3,32.0,12,23808.75,1993.0625,8.0,7.0,8.0,0.0,26.0,18.0,19.79,1.0,2,7.87,30.53048431238523,301.0,1,0.0,115.16659332797089,1,404.14515708893714,0
32235,4,32.0,12,23808.75,1993.0625,8.0,7.0,8.0,0.0,26.0,13.0,19.79,1.0,2,7.87,36.0059974561615,302.0,1,0.0,111.99970784382376,3,357.30654215617625,0
32236,5,32.0,12,23808.75,1993.0625,8.0,7.0,8.0,0.0,30.0,15.0,19.79,1.0,2,7.87,31.318835326711536,303.0,1,0.0,72.46778286652291,1,376.8384671334771,0
32240,1,40.0,13,10234.39,881.8658333333333,4.0,6.0,6.0,4.0,27.0,13.0,6.7,0.0,2,627.2,33.90093476656387,191.0,0,26.99631557679216,100.0408724373386,5,251.14939531920257,0
32241,2,40.0,13,10234.39,881.8658333333333,4.0,6.0,6.0,4.0,24.0,13.0,6.7,0.0,2,627.2,35.199255727419654,192.0,0,26.99631557679216,53.154946074416415,2,268.0353216821248,0
32245,6,41.0,13,10234.39,881.8658333333333,4.0,6.0,6.0,4.0,24.0,18.0,6.7,4.0,2,627.2,38.10105660287173,195.0,0,26.99631557679216,72.33620360743127,5,278.85406414910994,0
32247,8,41.0,13,10234.39,881.8658333333333,4.0,6.0,6.0,4.0,24.0,13.0,6.7,4.0,2,627.2,34.56433450614573,198.0,0,26.99631557679216,22.875281603681184,4,318.31498615286,0
32265,2,24.0,4,28823.03,2293.9191666666666,7.0,6.0,1.0,2.0,9.0,10.0,8.22,4.0,2,51.26,33.15598831830981,393.0,0,39.348372445218814,293.4592089751565,5,186.5843352462914,0
32270,7,25.0,4,28823.03,2293.9191666666666,7.0,6.0,1.0,2.0,8.0,10.0,8.22,5.0,2,51.26,36.32322254480714,398.0,0,39.348372445218814,77.30548830386424,2,372.7380559175836,0
32271,8,25.0,4,28823.03,2293.9191666666666,7.0,6.0,1.0,2.0,9.0,10.0,9.22,5.0,2,51.26,30.81134094590511,399.0,0,39.348372445218814,112.62802006507276,2,337.4155241563751,0
32273,2,27.0,1,28338.43,2171.535833333333,6.0,3.0,8.0,1.0,10.0,18.0,17.1,5.0,2,135.5,33.91262126008992,225.0,1,12.805281246658785,55.99724287001453,0,388.35105921666,0
32274,3,27.0,1,28338.43,2171.535833333333,6.0,3.0,8.0,1.0,18.0,19.0,17.1,5.0,2,135.5,31.15253418299904,226.0,1,12.805281246658785,22.57494086859075,0,421.7733612180838,0
32275,4,27.0,1,28338.43,2171.535833333333,6.0,3.0,8.0,1.0,15.0,18.0,17.1,5.0,2,135.5,26.38207134741893,227.0,0,12.805281246658785,87.73929460191637,5,406.6090074847583,0
32276,5,27.0,1,28338.43,2171.535833333333,6.0,3.0,8.0,1.0,13.0,20.0,17.1,5.0,2,135.5,27.40904735196396,228.0,0,12.805281246658785,75.73855536712479,5,418.6097467195498,0
32278,7,28.0,1,28338.43,2171.535833333333,6.0,3.0,8.0,1.0,13.0,18.0,17.1,7.0,2,135.5,36.79718463211557,230.0,1,12.805281246658785,188.2356955586409,5,306.11260652803367,0
32279,8,28.0,1,28338.43,2171.535833333333,6.0,3.0,8.0,1.0,13.0,18.0,21.1,7.0,2,135.5,26.331490541508284,231.0,1,12.805281246658785,232.55000871787504,5,261.7982933687996,0
32281,2,19.0,8,32246.4,2437.2000000000007,5.0,4.0,10.0,0.0,15.0,9.0,19.96,5.0,2,1396.38,27.33561331215143,273.0,1,0.0,49.41026642400119,1,444.3097335759989,0
32282,3,19.0,8,32246.4,2437.2000000000007,5.0,4.0,10.0,0.0,12.0,8.0,21.96,5.0,2,1396.38,34.78999486439383,275.0,1,0.0,218.73284404188,5,314.98715595812007,0
32283,4,19.0,8,32246.4,2437.2000000000007,5.0,4.0,10.0,0.0,12.0,9.0,19.96,5.0,2,1396.38,30.30981409702476,275.0,1,0.0,70.79830112085901,1,422.9216988791411,0
32285,6,20.0,8,32246.4,2437.2000000000007,5.0,4.0,10.0,0.0,12.0,9.0,19.96,5.0,2,1396.38,30.333096862006112,277.0,1,0.0,148.5609197767453,5,385.1590802232548,0
32287,8,20.0,8,32246.4,2437.2000000000007,5.0,4.0,10.0,0.0,12.0,6.0,19.96,5.0,2,1396.38,34.3894933760774,279.0,1,0.0,10000.0,5,221.2781415473644,0
32298,3,39.0,9,44826.54,3953.545,2.0,3.0,10.0,0.0,29.0,7.0,2.52,6.0,1,952.04,39.76252791641311,343.0,0,0.0,97.16706029609348,1,548.1874397039065,0
32320,1,17.0,5,19559.45,1665.9541666666669,5.0,4.0,20.0,4.0,14.0,20.0,13.77,5.0,2,1115.06,39.90287458991181,226.0,1,38.28721652807197,95.11035308057676,2,293.19784705801794,0
32321,2,17.0,5,19559.45,1665.9541666666669,5.0,4.0,20.0,4.0,14.0,20.0,13.77,5.0,2,1115.06,30.00810495373503,227.0,1,38.28721652807197,25.741711157036505,0,342.56648898155817,0
32322,3,17.0,5,19559.45,1665.9541666666669,5.0,4.0,20.0,4.0,14.0,20.0,13.77,5.0,2,1115.06,35.504134560621296,228.0,1,38.28721652807197,51.35736368313907,1,326.9508364554557,0
32323,4,18.0,5,19559.45,1665.9541666666669,5.0,4.0,20.0,4.0,19.0,20.0,16.77,5.0,2,1115.06,38.96197019723153,229.0,1,38.28721652807197,38.479539586634885,0,329.8286605519598,0
32327,8,18.0,5,19559.45,1665.9541666666669,5.0,4.0,20.0,4.0,14.0,21.0,13.77,2136.0,2,1115.06,33.426818006582536,233.0,1,38.28721652807197,99.56806626570906,5,318.7401338728856,0
32329,2,17.0,6,54420.45,4681.0375,3.0,4.0,19.0,3.0,15.0,20.0,12.5,6.0,2,645.77,32.046884927731995,188.0,1,121.23411792854657,170.33406983573892,1,426.53556223571456,0
32331,4,17.0,6,54420.45,4681.0375,3.0,4.0,19.0,3.0,16.0,20.0,12.5,6.0,2,645.77,26.60766743024188,190.0,1,121.23411792854657,423.3475358476624,3,193.5220962237911,0
32333,6,17.0,6,54420.45,4681.0375,3.0,4.0,19.0,3.0,15.0,20.0,12.5,11.0,2,645.77,38.27273584008235,192.0,0,121.23411792854657,261.5229656887221,5,375.3466663827314,0
32334,7,17.0,6,54420.45,4681.0375,3.0,4.0,19.0,3.0,15.0,23.0,12.5,11.0,2,645.77,34.46312733029652,193.0,1,121.23411792854657,73.2381857593433,0,513.6314463121101,0
32385,2,31.0,3,12285.14,991.7616666666668,7.0,4.0,9.0,3.0,5.0,11.0,-0.5299999999999998,4.0,2,850.79,23.71412789033541,192.0,0,19.850926695377023,80.45551067847967,4,278.86972929281,0
32386,3,31.0,3,12285.14,991.7616666666668,7.0,4.0,9.0,3.0,5.0,13.0,-1.5299999999999998,4.0,2,850.79,24.80938877249229,193.0,0,19.850926695377023,68.71688392010532,5,300.6083560511844,0
32389,6,31.0,3,12285.14,991.7616666666668,7.0,4.0,9.0,3.0,5.0,10.0,3.47,5.0,2,850.79,31.52794114985036,196.0,0,19.850926695377023,61.93033461404121,4,297.39490535724843,0
32390,7,31.0,3,12285.14,991.7616666666668,7.0,4.0,9.0,3.0,5.0,14.0,2.47,5.0,2,850.79,29.031621433220515,197.0,0,19.850926695377023,38.10104276069577,5,331.2241972105939,0
32391,8,31.0,3,12285.14,991.7616666666668,7.0,4.0,9.0,3.0,5.0,13.0,3.47,5.0,2,850.79,24.426723430895404,198.0,0,19.850926695377023,66.73705046922214,5,302.5881895020675,0
32393,2,14.0,1,54832.83,4564.4025,6.0,9.0,24.0,3.0,37.0,16.0,18.03,10.0,2,1805.46,35.5086173548747,239.0,0,121.352400682963,543.1089611038236,5,81.97888821321341,0
32395,4,14.0,1,54832.83,4564.4025,6.0,9.0,24.0,3.0,42.0,15.0,18.03,10.0,2,1805.46,33.02360759644949,241.0,1,121.352400682963,93.85724062435068,0,481.2306086926864,0
32396,5,14.0,1,54832.83,4564.4025,6.0,9.0,24.0,3.0,42.0,16.0,24.03,10.0,2,1805.46,28.77094714549699,240.5,1,121.352400682963,161.3498528490829,1,423.7379964679541,0
32425,2,14.0,9,15686.54,1291.2116666666668,3.0,5.0,8.0,4.0,5.0,10.0,13.12,6.0,2,1657.45,26.096451086426388,170.5,1,28.17472787597497,84.00063471332356,4,296.9458040773682,0
32431,8,15.0,9,15686.54,1291.2116666666668,3.0,5.0,8.0,4.0,5.0,11.0,16.119999999999994,9.0,2,1657.45,28.60008606446074,174.0,1,28.17472787597497,124.55819347162328,5,266.38824531906846,0
32437,6,42.0,2,13924.125,952.34375,8.0,3.0,10.0,0.0,26.0,16.0,7.55,3.0,1,1270.5,34.532895439202605,351.0,0,0.0,51.27063742871064,4,323.96373757128936,0
32438,7,42.0,2,13924.125,952.34375,8.0,3.0,10.0,0.0,25.0,16.0,7.55,3.0,1,1270.5,34.17998526831997,348.5,0,0.0,78.49433042666006,5,306.7400445733399,0
32441,2,30.0,11,16608.8,1269.0666666666666,10.0,6.0,15.0,6.0,29.0,18.0,16.64,9.0,0,3103.97,28.049914264459105,44.0,1,76.36770220608993,107.08538924053492,5,233.45357522004184,0
32442,3,31.0,11,16608.8,1269.0666666666666,10.0,6.0,15.0,6.0,28.0,17.0,16.64,9.0,0,3103.97,37.631210871644456,45.0,1,76.36770220608993,69.62351048901171,5,270.915453971565,0
32443,4,31.0,11,16608.8,1269.0666666666666,10.0,6.0,15.0,6.0,27.0,21.0,16.64,9.0,0,3103.97,32.172443373796604,46.0,1,76.36770220608993,103.70354007541194,5,236.8354243851648,0
32444,5,31.0,11,16608.8,1269.0666666666666,10.0,6.0,15.0,6.0,30.0,18.0,16.64,9.0,0,3103.97,26.015981634012693,47.0,1,76.36770220608993,29.5956867081972,2,280.94327775237963,0
32446,7,31.0,11,16608.8,1269.0666666666666,10.0,6.0,15.0,6.0,28.0,20.0,14.64,9.0,0,3103.97,23.500529514875595,49.0,1,76.36770220608993,17.76485678349088,0,272.77410767708585,0
32447,8,31.0,11,16608.8,1269.0666666666666,10.0,6.0,15.0,6.0,33.0,3533.0,16.64,9.0,0,3103.97,38.19107797527957,46.0,1,76.36770220608993,58.598272499866646,2,251.9406919607101,0
32450,3,16.0,3,10279.675,754.6395833333332,3.0,4.0,20.0,4.0,13.0,20.0,16.68,6.0,2,2099.89,29.282517167572752,105.0,1,19.72832588510776,100.43625495625156,5,245.29937749197404,0
32451,4,16.0,3,10279.675,754.6395833333332,3.0,4.0,20.0,4.0,17.0,20.0,16.68,6.0,2,2099.89,33.01738145058807,106.0,1,19.72832588510776,65.80591715850123,5,279.9297152897244,0
32452,5,16.0,3,10279.675,754.6395833333332,3.0,4.0,20.0,4.0,12.0,20.0,16.68,6.0,2,2099.89,35.81295076029052,107.0,1,19.72832588510776,54.54888703259942,3,271.1867454156261,0
32453,6,16.0,3,10279.675,754.6395833333332,3.0,4.0,20.0,4.0,17.0,22.0,16.68,6.0,2,2099.89,24.34602911527485,108.0,1,19.72832588510776,52.30525179211258,3,273.430380656113,0
32454,7,17.0,3,10279.675,754.6395833333332,3.0,4.0,20.0,4.0,17.0,20.0,17.68,6.0,2,2099.89,28.84349736431232,109.0,1,19.72832588510776,29.768218859713407,5,315.9674135885122,0
32455,8,17.0,3,10279.675,754.6395833333332,3.0,4.0,20.0,4.0,17.0,19.0,16.68,6.0,2,2099.89,34.380982818220204,107.0,1,19.72832588510776,52.347859844186,4,283.38777260403964,0
32459,4,25.0,12,20837.54,1704.4616666666668,4.0,6.0,4.0,1.0,8.0,1.0,16.490000000000002,2.0,1,1160.42,33.532195745746925,280.0,0,16.868165543469207,33.7189823220575,1,369.85901880114,0
32460,5,25.0,12,20837.54,1704.4616666666668,4.0,6.0,4.0,1.0,8.0,2.0,10.49,2.0,1,1160.42,35.40745902691781,281.0,0,16.868165543469207,83.36129529171306,2,339.9443846656975,0
32465,2,30.0,7,14773.62,1085.135,5.0,3.0,23.0,5.0,11.0,13.0,12.16,6.0,2,2367.13,30.230027589057933,160.0,0,42.99065078092292,79.20948564948353,5,276.31336356959355,0
32468,5,30.0,7,14773.62,1085.135,5.0,3.0,23.0,5.0,12.0,12.0,12.16,6.0,2,2367.13,30.79007280321021,160.0,0,42.99065078092292,10000.0,5,290.56507425065024,0
32470,7,30.0,7,14773.62,1085.135,5.0,3.0,23.0,5.0,10.0,16.0,12.16,6.0,2,2367.13,28.91425895965693,161.0,1,42.99065078092292,145.88688885271569,5,209.63596036636145,0
32481,2,20.0,7,29949.1,2419.758333333333,3.0,3.0,6.0,7.0,13.0,20.0,9.87,5.0,2,1316.19,38.57264225271466,237.0,1,148.9974444432497,42.93699404283704,0,290.04139484724664,0
32482,3,20.0,7,29949.1,2419.758333333333,3.0,3.0,6.0,7.0,13.0,18.0,9.87,5.0,2,1316.19,35.642180001306635,238.0,0,148.9974444432497,70.60771301930949,1,272.37067587077416,0
32486,7,21.0,7,29949.1,2419.758333333333,3.0,3.0,6.0,7.0,8.0,20.0,9.87,5.0,2,1316.19,37.03366138258082,242.0,0,148.9974444432497,163.90820776228375,2,189.07018112779988,0
32487,8,21.0,7,29949.1,2419.758333333333,3.0,3.0,6.0,7.0,13.0,17.0,9.87,5.0,2,1316.19,31.928041484465275,243.0,1,148.9974444432497,82.85996832486913,3,280.1184205652145,0
32492,5,35.0,12,14489.475,1457.45625,5.0,4.0,8.0,0.0,-2.0,4.0,4.58,2.0,1,759.09,29.10760606455911,224.0,0,0.0,65.80283138039104,5,349.9427936196089,0
32495,8,35.0,12,14489.475,1457.45625,5.0,4.0,8.0,0.0,0.0,7.0,1.58,2.0,1,759.09,33.46971333409225,227.0,0,0.0,154.87143585147706,5,280.87418914852293,0
32496,1,40.0,1,13351.83,1256.6525,6.0,3.0,13.0,2.0,17.0,15.0,13.48,1.0,2,303.84,29.28470036131012,274.0,1,13.913944014294458,34.586608242168005,4,357.1646977435376,0
32499,4,40.0,1,13351.83,1256.6525,6.0,3.0,13.0,2.0,17.0,14.0,12.48,1.0,2,303.84,26.91595746515827,277.0,1,13.913944014294458,88.07583890005924,3,293.67546708564635,0
32501,6,40.0,1,13351.83,1256.6525,6.0,3.0,13.0,2.0,8.0,14.0,18.48,1.0,2,303.84,29.20913543122047,279.0,1,13.913944014294458,99.51425485763212,5,302.2370511280734,0
32552,1,33.0,5,39799.4,3049.616666666667,5.0,7.0,12.0,3.0,8.0,3.0,3.06,1.0,1,1132.54,38.389311688235885,194.0,0,54.94249370279955,10000.0,4,237.455691178382,0
32557,6,33.0,5,39799.4,3049.616666666667,5.0,7.0,12.0,3.0,6.0,7.0,-1.94,1.0,1,1132.54,35.057242682513305,199.0,0,54.94249370279955,222.6135037383457,5,317.40566922552136,0
32592,1,28.0,10,50940.09,4106.0075,8.0,7.0,8.0,5.0,12.0,18.0,16.11,6.0,2,2414.34,37.49229285377033,146.0,1,210.5503800440549,118.84562266733371,1,331.2047472886114,0
32595,4,28.0,10,50940.09,4106.0075,8.0,7.0,8.0,5.0,12.0,15.0,16.11,6.0,2,2414.34,34.09991324412399,149.0,1,210.5503800440549,266.03756049601714,3,204.012809459928,0
32600,1,15.0,1,46152.92,4058.0766666666655,3.0,3.0,7.0,4.0,9.0,8.0,10.99,8.0,2,1294.2,37.05686542536508,229.0,1,147.96378292755728,483.2080246010384,5,64.635859138071,0
32601,2,15.0,1,46152.92,4058.0766666666655,3.0,3.0,7.0,4.0,6.0,8.0,15.99,8.0,2,1294.2,28.56844767633516,232.5,1,147.96378292755728,376.403559285656,5,171.44032445345346,0
32602,3,15.0,1,46152.92,4058.0766666666655,3.0,3.0,7.0,4.0,6.0,8.0,10.99,12.0,2,1294.2,34.92373556134763,231.0,1,147.96378292755728,312.32294935111,4,225.52093438799943,0
32605,6,15.0,1,46152.92,4058.0766666666655,3.0,3.0,7.0,4.0,6.0,8.0,10.99,12.0,2,1294.2,27.9340964080319,234.0,1,147.96378292755728,354.8550260985511,5,192.9888576405583,0
32606,7,15.0,1,46152.92,4058.0766666666655,3.0,3.0,7.0,4.0,9.0,8.0,7.99,12.0,2,1294.2,36.60266936482893,235.0,1,147.96378292755728,507.6188771009095,4,40.22500663819994,0
32607,8,15.0,1,46152.92,4058.0766666666655,3.0,3.0,7.0,4.0,8.0,8.0,10.99,12.0,2,1294.2,36.6235887678976,232.5,1,147.96378292755728,55.20429708555263,1,452.6395866535568,0
32610,3,27.0,5,19441.41,1386.1175,9.0,8.0,31.0,2.0,39.0,18.0,3.43,10.0,0,2577.35,35.51906236945729,197.0,1,22.390314860172943,63.67112545938162,5,342.55030968044554,0
32615,8,27.0,5,19441.41,1386.1175,9.0,8.0,31.0,2.0,39.0,22.0,3.43,10.0,0,2577.35,28.89976536744637,202.0,1,22.390314860172943,97.15733117716928,4,299.10303827793905,0
32649,2,35.0,4,38323.46,2907.6216666666664,3.0,3.0,24.0,2.0,5.0,13.0,18.19,6.0,2,2064.68,38.92942091786958,234.0,1,42.21977824020055,111.2754196462292,1,387.2669687802369,0
32657,2,46.0,13,21450.3,1752.525,6.0,6.0,7.0,4.0,13.0,16.0,0.85,1.0,1,464.67,38.05256031978939,347.0,0,59.40297607392983,133.07504608314505,4,262.77447784292514,0
32664,1,20.0,11,8637.095,644.7579166666667,5.0,7.0,14.0,4.0,21.0,8.0,9.25,4.0,2,2039.13,36.3268687174832,91.0,1,27.447179408988763,13.327795930781512,1,273.7008163268964,0
32666,3,20.0,11,8637.095,644.7579166666667,5.0,7.0,14.0,4.0,18.0,11.0,10.25,7.0,2,2039.13,40.11473150658246,89.0,1,27.447179408988763,10000.0,5,256.6589925756383,0
32667,4,20.0,11,8637.095,644.7579166666667,5.0,7.0,14.0,4.0,15.0,11.0,13.25,7.0,2,2039.13,29.60181786754488,90.0,1,27.447179408988763,31.96385150867221,5,295.0647607490057,0
32668,5,20.0,11,8637.095,644.7579166666667,5.0,7.0,14.0,4.0,16.0,8.0,9.25,7.0,2,2039.13,40.23997933969049,91.0,1,27.447179408988763,24.79354186876041,1,262.2350703889175,0
32669,6,20.0,11,8637.095,644.7579166666667,5.0,7.0,14.0,4.0,18.0,11.0,9.25,7.0,2,2039.13,31.875393500058266,92.0,0,27.447179408988763,70.82442583154148,5,256.2041864261364,0
32670,7,20.0,11,8637.095,644.7579166666667,5.0,7.0,14.0,4.0,18.0,14.0,9.25,7.0,2,2039.13,30.44555257381279,93.0,1,27.447179408988763,36.99897153133481,5,290.02964072634313,0
32680,1,27.0,7,56270.8,4540.233333333334,6.0,5.0,23.0,5.0,45.0,24.0,28.19,10.0,0,3514.71,32.312455670833224,137.0,1,129.0856836604599,355.1339333757624,5,259.80371629711107,0
32683,4,27.0,7,56270.8,4540.233333333334,6.0,5.0,23.0,5.0,45.0,24.0,28.19,10.0,0,3514.71,30.88078997140249,140.0,1,129.0856836604599,116.8300207397068,1,458.10762893316667,0
32684,5,27.0,7,56270.8,4540.233333333334,6.0,5.0,23.0,5.0,45.0,22.0,28.19,10.0,0,3514.71,34.049143041906426,141.0,0,129.0856836604599,106.33006720959057,0,458.6075824632828,0
32689,2,18.0,13,14974.765,1240.8970833333333,4.0,5.0,6.0,4.0,18.0,13.0,7.53,1.0,2,1292.04,25.4731814099362,296.0,0,32.17664705501465,70.82305384346937,2,281.0900074348493,0
32690,3,18.0,13,14974.765,1240.8970833333333,4.0,5.0,6.0,4.0,18.0,13.0,7.53,1.0,2,1292.04,37.73568497307972,297.0,1,32.17664705501465,96.973247208259,5,284.9398140700597,0
32693,6,19.0,13,14974.765,1240.8970833333333,4.0,5.0,6.0,4.0,23.0,14.0,7.53,4.0,2,1292.04,30.783067609556408,300.0,1,32.17664705501465,60.60885305545206,2,291.30420822286663,0
32694,7,19.0,13,14974.765,1240.8970833333333,4.0,5.0,6.0,4.0,18.0,13.0,7.53,4.0,2,1292.04,36.43866953801447,301.0,1,32.17664705501465,27.18216913304857,2,324.7308921452701,0
32698,3,40.0,0,29079.95,2654.329166666667,3.0,4.0,14.0,4.0,28.0,8.0,9.4,2.0,2,1234.91,34.8101620523246,188.5,0,68.11381307430702,56.08709494021864,0,381.23200865214113,0
32699,4,40.0,0,29079.95,2654.329166666667,3.0,4.0,14.0,4.0,28.0,8.0,9.4,2.0,2,1234.91,31.01063388004703,187.0,0,68.11381307430702,31.336547082395374,0,405.9825565099643,0
32702,7,40.0,0,29079.95,2654.329166666667,3.0,4.0,14.0,4.0,28.0,11.0,9.4,6.0,2,1234.91,32.71503050266132,190.0,0,68.11381307430702,83.21766636168074,1,364.10143723067887,0
32707,4,33.0,13,14513.88,1067.49,10.0,10.0,33.0,6.0,34.0,21.0,24.45,9.0,0,3114.29,24.080573290267328,128.0,1,65.43734737984309,66.88845195904328,2,254.4232006611136,0
32720,1,51.0,3,36918.96,2938.58,3.0,5.0,6.0,2.0,28.0,9.0,11.33,4.0,2,1190.58,33.07815818182785,218.0,0,41.24441838602852,263.6411692599289,5,278.9724123540426,0
32721,2,51.0,3,36918.96,2938.58,3.0,5.0,6.0,2.0,28.0,9.0,11.33,4.0,2,1190.58,25.59903690383265,219.0,0,41.24441838602852,10000.0,5,214.2273530552104,0
32722,3,51.0,3,36918.96,2938.58,3.0,5.0,6.0,2.0,29.0,11.0,11.33,4.0,2,1190.58,37.70562601237097,220.0,0,41.24441838602852,303.5843668773468,4,229.02921473662465,0
32723,4,51.0,3,36918.96,2938.58,3.0,5.0,6.0,2.0,23.0,2677.0,11.33,4.0,2,1190.58,34.43794876737468,221.0,0,41.24441838602852,164.81748478337184,5,377.79609683059965,0
